target,pred,og_idx,source,AI,xai_shap,xai_cf
1,1,42,res/input/med6_find_pattern/42.png,res/AI/med6_find_pattern/42.png,res/xai_shap/med6_find_pattern/42.png,res/xai_cf/med6_find_pattern/42.png
0,0,46,res/input/med6_find_pattern/46.png,res/AI/med6_find_pattern/46.png,res/xai_shap/med6_find_pattern/46.png,res/xai_cf/med6_find_pattern/46.png
0,0,3,res/input/med6_find_pattern/3.png,res/AI/med6_find_pattern/3.png,res/xai_shap/med6_find_pattern/3.png,res/xai_cf/med6_find_pattern/3.png
0,0,35,res/input/med6_find_pattern/35.png,res/AI/med6_find_pattern/35.png,res/xai_shap/med6_find_pattern/35.png,res/xai_cf/med6_find_pattern/35.png
1,1,38,res/input/med6_find_pattern/38.png,res/AI/med6_find_pattern/38.png,res/xai_shap/med6_find_pattern/38.png,res/xai_cf/med6_find_pattern/38.png
1,1,29,res/input/med6_find_pattern/29.png,res/AI/med6_find_pattern/29.png,res/xai_shap/med6_find_pattern/29.png,res/xai_cf/med6_find_pattern/29.png
0,0,34,res/input/med6_find_pattern/34.png,res/AI/med6_find_pattern/34.png,res/xai_shap/med6_find_pattern/34.png,res/xai_cf/med6_find_pattern/34.png
0,0,36,res/input/med6_find_pattern/36.png,res/AI/med6_find_pattern/36.png,res/xai_shap/med6_find_pattern/36.png,res/xai_cf/med6_find_pattern/36.png
1,0,4,res/input/med6_find_pattern/4.png,res/AI/med6_find_pattern/4.png,res/xai_shap/med6_find_pattern/4.png,res/xai_cf/med6_find_pattern/4.png
1,1,6,res/input/med6_find_pattern/6.png,res/AI/med6_find_pattern/6.png,res/xai_shap/med6_find_pattern/6.png,res/xai_cf/med6_find_pattern/6.png
1,0,24,res/input/med6_find_pattern/24.png,res/AI/med6_find_pattern/24.png,res/xai_shap/med6_find_pattern/24.png,res/xai_cf/med6_find_pattern/24.png
0,0,9,res/input/med6_find_pattern/9.png,res/AI/med6_find_pattern/9.png,res/xai_shap/med6_find_pattern/9.png,res/xai_cf/med6_find_pattern/9.png
