target,pred,og_idx,source,AI,xai_shap,xai_cf
0,0,16,res/input/hard5_find_pattern/16.png,res/AI/hard5_find_pattern/16.png,res/xai_shap/hard5_find_pattern/16.png,res/xai_cf/hard5_find_pattern/16.png
0,0,3,res/input/hard5_find_pattern/3.png,res/AI/hard5_find_pattern/3.png,res/xai_shap/hard5_find_pattern/3.png,res/xai_cf/hard5_find_pattern/3.png
0,0,31,res/input/hard5_find_pattern/31.png,res/AI/hard5_find_pattern/31.png,res/xai_shap/hard5_find_pattern/31.png,res/xai_cf/hard5_find_pattern/31.png
1,1,38,res/input/hard5_find_pattern/38.png,res/AI/hard5_find_pattern/38.png,res/xai_shap/hard5_find_pattern/38.png,res/xai_cf/hard5_find_pattern/38.png
0,1,20,res/input/hard5_find_pattern/20.png,res/AI/hard5_find_pattern/20.png,res/xai_shap/hard5_find_pattern/20.png,res/xai_cf/hard5_find_pattern/20.png
1,1,45,res/input/hard5_find_pattern/45.png,res/AI/hard5_find_pattern/45.png,res/xai_shap/hard5_find_pattern/45.png,res/xai_cf/hard5_find_pattern/45.png
1,1,33,res/input/hard5_find_pattern/33.png,res/AI/hard5_find_pattern/33.png,res/xai_shap/hard5_find_pattern/33.png,res/xai_cf/hard5_find_pattern/33.png
0,0,37,res/input/hard5_find_pattern/37.png,res/AI/hard5_find_pattern/37.png,res/xai_shap/hard5_find_pattern/37.png,res/xai_cf/hard5_find_pattern/37.png
0,1,35,res/input/hard5_find_pattern/35.png,res/AI/hard5_find_pattern/35.png,res/xai_shap/hard5_find_pattern/35.png,res/xai_cf/hard5_find_pattern/35.png
1,1,7,res/input/hard5_find_pattern/7.png,res/AI/hard5_find_pattern/7.png,res/xai_shap/hard5_find_pattern/7.png,res/xai_cf/hard5_find_pattern/7.png
1,1,8,res/input/hard5_find_pattern/8.png,res/AI/hard5_find_pattern/8.png,res/xai_shap/hard5_find_pattern/8.png,res/xai_cf/hard5_find_pattern/8.png
1,1,24,res/input/hard5_find_pattern/24.png,res/AI/hard5_find_pattern/24.png,res/xai_shap/hard5_find_pattern/24.png,res/xai_cf/hard5_find_pattern/24.png
